Name,TM_score,RMSD,,id,organism_from_ncb,species,genus,family,order,class,phylum,kingdom,domain
PBC66162.1_1938860,0.7167,3.88,,PBC66162.1,Streptomyces sp. TLI_235,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PCG84628.1_2023771,0.742,3.5,,PCG84628.1,Streptomyces sp. WZ.A104,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PCH81874.1_1909294,0.9254,1.78,,PCH81874.1,Hyphomicrobiales bacterium,Hyphomicrobiales bacterium,,unclassified Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PCJ07742.1_1904441,0.8708,2.58,,PCJ07742.1,Paracoccaceae bacterium,Paracoccaceae bacterium,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PCJ09789.1_1904441,0.9425,1.45,,PCJ09789.1,Paracoccaceae bacterium,Paracoccaceae bacterium,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PFG45445.1_1761909,0.7749,3.21,,PFG45445.1,Vibrio sp. ES.051,unclassified Vibrio,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PFG62191.1_1798203,0.8753,2.5,,PFG62191.1,Thioclava sp. ES.031,unclassified Thioclava,Thioclava,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PFG95921.1_405948,0.9382,1.55,,PFG95921.1,Saccharopolyspora erythraea NRRL 2338,Saccharopolyspora erythraea,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PFG96220.1_405948,0.8972,2.51,,PFG96220.1,Saccharopolyspora erythraea NRRL 2338,Saccharopolyspora erythraea,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PHO05511.1_2045445,0.9388,1.6,,PHO05511.1,Rhodobacteraceae bacterium 4F10,Rhodobacteraceae bacterium 4F10,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PHP28086.1_1125964,0.9432,1.53,,PHP28086.1,Limimaricola cinnabarinus,Limimaricola cinnabarinus,Limimaricola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PHP64729.1_1982044,0.9241,1.74,,PHP64729.1,Zhengella mangrovi,Zhengella mangrovi,Zhengella,Notoacmeibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PHP65267.1_1982044,0.9178,1.97,,PHP65267.1,Zhengella mangrovi,Zhengella mangrovi,Zhengella,Notoacmeibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PHQ86009.1_2030825,0.9692,1.04,,PHQ86009.1,Thalassobium sp.,unclassified Thalassobium,Thalassobium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PHQ98669.1_2030815,0.9267,1.79,,PHQ98669.1,Marinosulfonomonas sp.,unclassified Marinosulfonomonas,Marinosulfonomonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIB26183.1_1889778,0.9427,1.54,,PIB26183.1,Paramylibacter kogurei,Paramylibacter kogurei,Paramylibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIL19578.1_1206336,0.9807,0.38,,PIL19578.1,Puniceibacterium antarcticum,Puniceibacterium antarcticum,Puniceibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIR38105.1_1973900,0.8991,2.33,,PIR38105.1,Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49,Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIV73982.1_1974083,0.9411,1.54,,PIV73982.1,Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_65_11,Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_65_11,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIV77014.1_1974082,0.8178,0.74,,PIV77014.1,Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_63_15,Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_63_15,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PIY73416.1_1974084,0.9887,0.64,,PIY73416.1,Rhodobacterales bacterium CG_4_10_14_0_8_um_filter_70_9,Rhodobacterales bacterium CG_4_10_14_0_8_um_filter_70_9,,unclassified Rhodobacterales,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PJF10170.1_2052957,0.9589,1.13,,PJF10170.1,Pseudorhodobacter sp. MZDSW-24AT,unclassified Pseudorhodobacter,Pseudorhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PJM84260.1_2020331,0.7216,3.59,,PJM84260.1,Streptomyces sp. TSRI0384-2,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PJM91594.1_2020325,0.7337,3.51,,PJM91594.1,Streptomyces sp. CB01373,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PJN18539.1_2020327,0.7388,3.46,,PJN18539.1,Streptomyces sp. CB02120-2,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PKP80376.1_2013664,0.88,2.37,,PKP80376.1,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-18,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-18,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PKP85351.1_2013665,0.9754,0.96,,PKP85351.1,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-2,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-2,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PKQ12654.1_2013655,0.9753,0.97,,PKQ12654.1,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-1,Alphaproteobacteria bacterium HGW-Alphaproteobacteria-1,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PKR77246.1_2018042,0.9126,1.85,,PKR77246.1,Halalkalibacillus sediminis,Halalkalibacillus sediminis,Halalkalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PKV63769.1_1336805,0.7849,2.9,,PKV63769.1,Polaribacter sp. Hel1_33_96,unclassified Polaribacter,Polaribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,Pseudomonadati,Bacteria
PKW16974.1_60894,0.9341,1.61,,PKW16974.1,Saccharopolyspora spinosa,Saccharopolyspora spinosa,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PLL14822.1_2067452,0.9254,1.72,,PLL14822.1,Tabrizicola sp. TH137,unclassified Tabrizicola,Tabrizicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PLS22865.1_2035344,0.9318,1.71,,PLS22865.1,Neptunicoccus cionae,Neptunicoccus cionae,Neptunicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PLW75772.1_2067669,0.9217,1.77,,PLW75772.1,Cohaesibacter celericrescens,Cohaesibacter celericrescens,Cohaesibacter,Cohaesibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PLX34818.1_1909294,0.9287,1.78,,PLX34818.1,Hyphomicrobiales bacterium,Hyphomicrobiales bacterium,,unclassified Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PLX38662.1_1909294,0.9224,1.93,,PLX38662.1,Hyphomicrobiales bacterium,Hyphomicrobiales bacterium,,unclassified Hyphomicrobiales,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PMR57544.1_2069341,0.7618,3.49,,PMR57544.1,Verrucosispora sp. ts21,unclassified Micromonospora,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
POG45426.1_1933029,0.7198,3.5,,POG45426.1,Streptomyces sp. ZL-24,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PPA71834.1_2082395,0.9085,1.94,,PPA71834.1,Jeotgalibacillus proteolyticus,Jeotgalibacillus proteolyticus,Jeotgalibacillus,Caryophanaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PPK53519.1_930118,0.7348,3.91,,PPK53519.1,Marinobacter persicus,Marinobacter persicus,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PPK88267.1_1514080,0.7166,3.63,,PPK88267.1,Neolewinella xylanilytica,Neolewinella xylanilytica,Neolewinella,Lewinellaceae,Saprospirales,Saprospiria,Bacteroidota,Pseudomonadati,Bacteria
PQO24699.1_2086263,0.9754,0.89,,PQO24699.1,Rhodobacteraceae bacterium WD3A24,Rhodobacteraceae bacterium WD3A24,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRH82684.1_2058085,0.9049,2.06,,PRH82684.1,Arenimonas caeni,Arenimonas caeni,Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRO66746.1_1548213,0.9222,1.92,,PRO66746.1,Alkalicoccus urumqiensis,Alkalicoccus urumqiensis,Alkalicoccus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PRX05072.1_293089,0.899,2.23,,PRX05072.1,Martelella mediterranea,Martelella mediterranea,Martelella,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRX13829.1_113567,0.759,3.52,,PRX13829.1,Actinoplanes italicus,Actinoplanes italicus,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRX19809.1_113567,0.7353,3.46,,PRX19809.1,Actinoplanes italicus,Actinoplanes italicus,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRX40325.1_201975,0.8833,2.19,,PRX40325.1,Planifilum fimeticola,Planifilum fimeticola,Planifilum,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PRX50307.1_1453103,0.9204,1.86,,PRX50307.1,Prauserella shujinwangii,Prauserella shujinwangii,Prauserella,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRX62074.1_1291556,0.9359,1.38,,PRX62074.1,Nonomuraea fuscirosea,Nonomuraea fuscirosea,Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRX97217.1_1144618,0.9069,2,,PRX97217.1,Allonocardiopsis opalescens,Allonocardiopsis opalescens,Allonocardiopsis,Streptosporangiales incertae sedis,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRY20657.1_1280846,0.841,0.95,,PRY20657.1,Aliiruegeria haliotis,Aliiruegeria haliotis,Aliiruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRY38214.1_84725,0.8659,2.85,,PRY38214.1,Umezawaea tangerina,Umezawaea tangerina,Umezawaea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRY61899.1_1076443,0.6641,4.25,,PRY61899.1,Glycomyces artemisiae,Glycomyces artemisiae,Glycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PRY66216.1_1176243,0.7365,4.04,,PRY66216.1,Vreelandella songnenensis,Vreelandella songnenensis,Vreelandella,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRY77666.1_1435347,0.9721,1.15,,PRY77666.1,Yoonia maritima,Yoonia maritima,Yoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRY91743.1_1652492,0.9532,1.23,,PRY91743.1,Donghicola tyrosinivorans,Donghicola tyrosinivorans,Donghicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PRY93042.1_595589,0.9808,0.98,,PRY93042.1,Hasllibacter halocynthiae,Hasllibacter halocynthiae,Hasllibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PSJ30681.1_35764,0.7319,3.78,,PSJ30681.1,Streptosporangium nondiastaticum,Streptosporangium nondiastaticum,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PSJ54843.1_2116701,0.9326,1.69,,PSJ54843.1,Kumtagia ephedrae,Kumtagia ephedrae,Kumtagia,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PSK88771.1_645275,0.9055,2.03,,PSK88771.1,Murinocardiopsis flavida,Murinocardiopsis flavida,Murinocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PSK98388.1_645275,0.911,1.94,,PSK98388.1,Murinocardiopsis flavida,Murinocardiopsis flavida,Murinocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PSL00734.1_645275,0.8982,1.94,,PSL00734.1,Murinocardiopsis flavida,Murinocardiopsis flavida,Murinocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PSL13397.1_267374,0.7361,3.95,,PSL13397.1,Marinobacterium halophilum,Marinobacterium halophilum,Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PSL18319.1_1662395,0.9638,1.14,,PSL18319.1,Shimia abyssi,Shimia abyssi,Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PSL41576.1_1176648,0.843,2.66,,PSL41576.1,Planomicrobium soli,Planomicrobium soli,Planomicrobium,Caryophanaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PSL50801.1_517424,0.8877,2.42,,PSL50801.1,Salsuginibacillus halophilus,Salsuginibacillus halophilus,Salsuginibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PSL53521.1_1280637,0.9203,1.8,,PSL53521.1,Saccharothrix carnea,Saccharothrix carnea,Saccharothrix,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PSM17281.1_2126741,0.9666,1.16,,PSM17281.1,Nitratireductor sp. StC3,unclassified Nitratireductor,Nitratireductor,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PSM37648.1_2109333,0.7509,3.52,,PSM37648.1,Streptomyces dioscori,Streptomyces dioscori,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PTL40440.1_200989,0.8631,2.54,,PTL40440.1,Alkalicoccus saliphilus,Alkalicoccus saliphilus,Alkalicoccus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PTM50846.1_1122261,0.9364,1.73,,PTM50846.1,Phreatobacter oligotrophus,Phreatobacter oligotrophus,Phreatobacter,Phreatobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTM59617.1_1121389,0.845,2.94,,PTM59617.1,Desmospora activa DSM 45169,Desmospora activa,Desmospora,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PTN01893.1_365340,0.971,0.92,,PTN01893.1,Rhodovulum imhoffii,Rhodovulum imhoffii,Rhodovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTN33495.1_2109626,0.924,1.84,,PTN33495.1,Desulfonatronum sp. SC1,unclassified Desulfonatronum,Desulfonatronum,Desulfonatronaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,Pseudomonadati,Bacteria
PTQ76056.1_1651082,0.9701,0.63,,PTQ76056.1,Celeribacter persicus,Celeribacter persicus,Celeribacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTR14074.1_43057,0.9719,1.04,,PTR14074.1,Cereibacter azotoformans,Cereibacter azotoformans,Cereibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTW62137.1_665038,0.922,1.94,,PTW62137.1,Breoghania corrubedonensis,Breoghania corrubedonensis,Breoghania,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTX02982.1_404875,0.9547,1.11,,PTX02982.1,Pararhodobacter aggregans,Pararhodobacter aggregans,Pararhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTX51447.1_1267769,0.9711,1.06,,PTX51447.1,Allosediminivita pacifica,Allosediminivita pacifica,Allosediminivita,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTX58044.1_1510457,0.9805,0.54,,PTX58044.1,Litoreibacter ponti,Litoreibacter ponti,Litoreibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PTX65019.1_1242148,0.8859,2.27,,PTX65019.1,Melghirimyces profundicolus,Melghirimyces profundicolus,Melghirimyces,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PTX75738.1_83219,0.9706,1.08,,PTX75738.1,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PUB17618.1_1286148,0.9741,0.49,,PUB17618.1,Yoonia sediminilitoris,Yoonia sediminilitoris,Yoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PUB28895.1_2135723,0.8789,2.22,,PUB28895.1,Promicromonospora sp. AC04,unclassified Promicromonospora,Promicromonospora,Promicromonosporaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PVA07741.1_2170577,0.9786,0.47,,PVA07741.1,Thalassorhabdomicrobium marinisediminis,Thalassorhabdomicrobium marinisediminis,Thalassorhabdomicrobium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PVB62941.1_2171494,0.915,2.05,,PVB62941.1,Labrenzia sp. 011,unclassified Labrenzia,Labrenzia,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PVE04922.1_1440053,0.7424,3.57,,PVE04922.1,Streptomyces scopuliridis RB72,Streptomyces scopuliridis,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PVH28389.1_2172121,0.9775,0.51,,PVH28389.1,Pararhodobacter oceanensis,Pararhodobacter oceanensis,Pararhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWA09452.1_2171751,0.8105,3.24,,PWA09452.1,Pueribacillus theae,Pueribacillus theae,Pueribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PWB65688.1_2072420,0.8324,2.49,,PWB65688.1,Bradyrhizobiaceae bacterium,Bradyrhizobiaceae bacterium,unclassified Bradyrhizobiaceae,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWE17022.1_2135793,0.8904,2.16,,PWE17022.1,Marinicauda salina,Marinicauda salina,Marinicauda,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWE31764.1_2184063,0.9888,0.64,,PWE31764.1,Pararhodobacter marinus,Pararhodobacter marinus,Pararhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWE35917.1_2175247,0.9929,0.52,,PWE35917.1,Pelagicola sp. LXJ1103,unclassified Shimia,Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWG09783.1_1424099,0.7206,3.64,,PWG09783.1,Streptomyces sp. V2,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWG16456.1_1914409,0.957,1.04,,PWG16456.1,Salibaculum griseiflavum,Salibaculum griseiflavum,Salibaculum,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWG64326.1_2182432,0.9288,1.65,,PWG64326.1,Spiribacter halobius,Spiribacter halobius,Spiribacter,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWI09595.1_2185284,0.7558,3.61,,PWI09595.1,Streptomyces sp. NWU339,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWJ07856.1_2201153,0.6922,3.86,,PWJ07856.1,Streptomyces sp. NWU49,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWJ16519.1_475081,0.9706,1.06,,PWJ16519.1,Jannaschia seohaensis,Jannaschia seohaensis,Jannaschia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWK53039.1_523701,0.9332,1.74,,PWK53039.1,Pleionea mediterranea,Pleionea mediterranea,Pleionea,Pleioneaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWK59923.1_164332,0.9304,1.58,,PWK59923.1,Roseicyclus mahoneyensis,Roseicyclus mahoneyensis,Roseicyclus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWK74840.1_1882405,0.6709,3.76,,PWK74840.1,Streptomyces sp. CG 926,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWK85500.1_531938,0.9024,1.87,,PWK85500.1,Lentzea atacamensis,Lentzea atacamensis,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWM95015.1_34012,0.7771,2.53,,PWM95015.1,Azospirillum sp.,unclassified Azospirillum,Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWR02168.1_2072018,0.9897,0.7,,PWR02168.1,Meridianimarinicoccus roseus,Meridianimarinicoccus roseus,Meridianimarinicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWV44475.1_1938893,0.8896,2.45,,PWV44475.1,Nocardiopsis sp. L17-MgMaSL7,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWV52935.1_1938893,0.8604,2.37,,PWV52935.1,Nocardiopsis sp. L17-MgMaSL7,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PWV77310.1_2183985,0.7232,4.04,,PWV77310.1,Halomonas sp. A11-A,unclassified Halomonas,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PWW04127.1_274592,0.9231,1.69,,PWW04127.1,Hoeflea marina,Hoeflea marina,Hoeflea,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PXW78302.1_1938819,0.9949,0.44,,PXW78302.1,Ruegeria sp. P4,unclassified Ruegeria,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PXW83556.1_1494959,0.8634,2.4,,PXW83556.1,Pseudogracilibacillus auburnensis,Pseudogracilibacillus auburnensis,Pseudogracilibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PYE34503.1_263723,0.7172,4.2,,PYE34503.1,Idiomarina fontislapidosi,Idiomarina fontislapidosi,Idiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PYF78944.1_491949,0.9415,1.5,,PYF78944.1,Marinomonas alcarazii,Marinomonas alcarazii,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PYF82475.1_491949,0.7237,3.99,,PYF82475.1,Marinomonas alcarazii,Marinomonas alcarazii,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PYG26581.1_696760,0.9689,1.12,,PYG26581.1,Pelagimonas varians,Pelagimonas varians,Pelagimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PYZ94401.1_2045207,0.8625,2.42,,PYZ94401.1,Salipaludibacillus keqinensis,Salipaludibacillus keqinensis,Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PYZ98533.1_2045244,0.8654,2.45,,PYZ98533.1,Alteribacter lacisalsi,Alteribacter lacisalsi,Alteribacter,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PZF98066.1_515350,0.7695,3.37,,PZF98066.1,Micromonospora endophytica,Micromonospora endophytica,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
